Router Name,Country Code,Bandwidth (KB/s),Uptime (Days),IP Address,Hostname,ORPort,DirPort,Flag - Authority,Flag - Exit,Flag - Fast,Flag - Guard,Flag - Named,Flag - Stable,Flag - Running,Flag - Valid,Flag - V2Dir,Platform,Flag - Hibernating,Flag - Bad Exit
0000000000Tibyman,IT,0,0,151.66.220.188,151.66.220.188,9001,None,0,1,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
00000BitcoinRULES,US,39,1,76.74.166.121,whitehat.j00nix.com,9555,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on FreeBSD amd64,0,0
00000VanBitcoin,CA,3,105,64.34.96.205,64.34.96.205,1337,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.30 on FreeBSD amd64,0,0
0000WVMiddleman,US,10,24,65.199.52.129,65.199.52.129,9029,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
000V000,NL,0,0,195.241.135.16,195-241-135-16.ip.telfort.nl,6881,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7  [workstation],0,0
01011010,US,43,2,75.71.240.135,c-75-71-240-135.hsd1.co.comcast.net,40421,22552,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
0Bn8CFvjNRIok60,US,9,6,69.174.145.100,69-174-145-100.mdsninaa.cinergymetronet.net,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
0SmCaUSA,US,24,5,76.94.56.229,cpe-76-94-56-229.socal.res.rr.com,443,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows Server 2003 Service Pack 2 [server],0,0
0TorForBeginners,DE,6115,55,85.25.145.98,golf760.server4you.de,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.32 (git-877e17749725ab88) on Linux x86_64,0,0
0trace3,DE,750,27,81.169.165.187,tor-9000.suroot.com,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.3.9-alpha-dev (git-960f62bd82c249b4) on Linux i686,0,0
0x00000002,US,62,5,67.83.16.186,ool-435310ba.dyn.optonline.net,443,None,0,1,1,1,1,1,1,1,0,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Windows XP Service Pack 3 [workstation],0,0
0x000f,FR,838,15,94.23.34.155,ks369962.kimsufi.com,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
0x42FF,DE,866,8,188.40.166.29,ghostshell.subsignal.org,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
0xABCD,SG,118,7,120.50.40.184,184.40.50.120.static.idc.qala.com.sg,9001,None,0,1,1,1,1,1,1,1,0,Tor 0.2.3.10-alpha (git-1fbce83f8c56d9c6) on Linux i686,0,0
0xbadc0ffe,DE,3,0,87.156.172.188,p579CACBC.dip.t-dialin.net,9001,None,0,0,0,0,1,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
0xCAFEBABE,NL,38,17,212.64.12.108,sd4400c6c.adsl.wanadoo.nl,443,25,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
0xdeadbeef,DE,97,62,88.198.224.118,static.88-198-224-118.clients.your-server.de,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.2.34 (git-c55c166e73d500af) on Linux i686,0,0
0xdlusl,US,93,4,173.224.124.155,static-ip-173-224-124-155.inaddr.ip-pool.com,9001,9030,0,0,1,1,0,0,1,1,1,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux i686,0,0
10000Hz,GB,0,66,178.33.140.154,0x00c0ffee.org,9001,None,0,0,0,0,1,1,1,1,0,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Linux i686,0,0
107167,US,7,6,69.164.192.167,li107-167.members.linode.com,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
10Mbit,PL,2,1,89.174.198.75,s198pc75.mmj.pl,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
111111,RU,35,0,178.170.144.91,178-170-144-91.net.globatel.ru,80,None,0,1,1,0,1,1,1,1,0,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Linux i686,0,0
1234free,DE,19,4,78.94.157.14,ip-78-94-157-14.unitymediagroup.de,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
1337Relay,DE,61,0,109.193.162.168,HSI-KBW-109-193-162-168.hsi7.kabel-badenwuerttemberg.de,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.3.10-alpha (git-1fbce83f8c56d9c6) on Windows XP Service Pack 3 [workstation],0,0
1984,US,309,1,76.22.60.246,c-76-22-60-246.hsd1.wa.comcast.net,9001,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin x86_64,0,0
1d1dnt3d1th3c0nf1g,NL,0,7,80.101.128.228,pindarots.xs4all.nl,9001,None,0,0,0,0,1,1,1,1,0,Tor 0.2.3.10-alpha (git-1fbce83f8c56d9c6) on Linux i686,0,0
23,DE,15,3,83.236.166.89,port-83-236-166-89.static.qsc.de,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on FreeBSD amd64,0,0
24thDegree,US,153,22,184.105.237.85,tor.phjeer.us,9001,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on FreeBSD amd64,0,0
2manySecrets,US,56,1,96.56.106.91,ool-60386a5b.static.optonline.net,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin i386,0,0
31173Services,SE,961,33,193.138.216.101,tor-proxy.vm.31173.se,9001,9030,0,1,1,0,1,1,1,1,1,Tor 0.2.1.30 on Linux i686,0,0
36hz,US,105,24,65.23.155.69,hosted-by.datarealm.com,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
3cce3a91f6a625,NL,346,39,83.80.129.253,535081FD.cm-6-1c.dynamic.ziggo.nl,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Linux x86_64,0,0
3x0rcyst5p4dd3dc311,US,89,316,208.43.127.247,tor.exploits.com,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.30 on Linux x86_64,0,0
482n6TyvzBTW,DE,32,139,85.214.101.91,85.214.101.91,8043,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.30 on Linux i686,0,0
4u2guess,US,16,1,75.30.97.142,75-30-97-142.lightspeed.gylkil.sbcglobal.net,443,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
504server,JP,835,17,218.222.240.142,U240142.ppp.dion.ne.jp,8080,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
5f9aff2c,GB,8,0,149.255.102.12,12.102.255.149.in-addr.arpa,443,None,0,1,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
5rf3tug9,DE,0,0,93.228.13.241,p5DE40DF1.dip.t-dialin.net,9001,None,0,0,0,0,1,0,1,1,0,Tor 0.2.1.30 on Linux mips,0,0
632025a383a,BB,0,1,72.51.75.249,72.51.75.249,443,None,0,1,0,0,0,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
65x23x153x114,US,11,20,65.23.153.114,wserv4.phx.revenueworks.net,443,80,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
666k,NL,3833,4,195.242.152.250,250.152.242.195.static.swiftnoc.com,443,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
6ene6ene,US,35,6,75.71.201.163,c-75-71-201-163.hsd1.co.comcast.net,443,80,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
79ZhNP5KPC,RU,8,0,82.193.152.221,butcher.convex.ru,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.1.30 on Linux i686,0,0
9wallala,AU,6,4,118.210.87.242,ppp118-210-87-242.lns20.adl2.internode.on.net,9001,None,0,1,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
a4d2ef72,US,2,1,66.250.216.134,66.250.216.134,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.30 on FreeBSD i386,0,0
aaaaa900,CA,0,2,68.232.71.96,68.232.71.96,30000,None,0,0,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7  [workstation],0,0
aadk,HK,4,12,103.246.244.1,103.246.244.1,443,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows Server 2003 Service Pack 2 [server],0,0
aagrlin,RU,1,0,90.189.110.103,host103-110.static.khakasnet.ru,9030,None,0,0,0,0,0,0,1,1,0,Tor 0.2.1.30 on Very recent version of Windows [major=6-minor=1] Service Pack 1 [workstation] {terminal services- single user},0,0
aardvark,CZ,188,7,87.236.194.97,oksima.biz,9001,None,0,1,1,0,1,1,1,1,0,Tor 0.2.3.10-alpha (git-1fbce83f8c56d9c6) on Linux x86_64,0,0
abbslemon,US,51,19,184.106.92.236,184-106-92-236.static.cloud-ips.com,9001,9030,0,1,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
abgtor,BG,317,6,78.83.248.171,78-83-248-171.spectrumnet.bg,9090,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
acceptnolimits2,CA,84,1,72.55.174.112,cl-t090-370cl.104ar.info,443,None,0,1,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
acheron,DE,45,2,130.149.14.31,styx.math.tu-berlin.de,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.3.10-alpha (git-1fbce83f8c56d9c6) on Darwin i386,0,0
AchUnix,DE,37,6,77.47.51.211,77.47.51.211.dynamic.cablesurf.de,452,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
adc,DK,648,1,82.143.237.188,1385164220.nrgi.dbnet.dk,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin x86_64,0,0
adcEc2,US,28,3,67.202.61.177,ec2-67-202-61-177.compute-1.amazonaws.com,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
adebianbox,FR,2,13,82.225.25.175,tru75-3-82-225-25-175.fbx.proxad.net,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.34 (git-c55c166e73d500af) on Linux x86_64,0,0
adslproxyAtHome,NL,2,13,82.95.135.68,wirelessproxy.xs4all.nl,444,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
ae59fe9f4d,US,9,19,66.51.236.73,cable-4-73.ctcinet.com,33115,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.32 (git-23da6c2e5051b65a) on Linux x86_64,0,0
AergiaInitiative,FR,370,25,87.98.169.224,node.aergia.eu,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Linux x86_64,0,0
agitator,DE,533,24,188.40.77.107,agitator.towiski.de,9001,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,1
agomla,ES,24,4,85.60.25.248,248.pool85-60-25.dynamic.orange.es,9001,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin x86_64,0,0
Air7jyl,DK,14,20,94.145.205.69,0x5e91cd45.adsl.cybercity.dk,9001,9030,0,1,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
Air7ven,DK,5,10,87.63.164.246,ns3.talkactive.net,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
aknom,DE,115,23,87.118.93.122,non.reezer.org,443,None,0,0,1,1,1,1,1,1,0,Tor 0.2.3.10-alpha (git-159b6fba77c5fd7f) on Linux i686,0,0
alderkardfreetz,DE,3,0,93.135.139.164,rgnb-5d878ba4.pool.mediaWays.net,443,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 on Linux mips,0,0
alecto,US,0,13,64.81.187.65,cronus.persephoneslair.org,9001,None,0,0,0,0,1,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux sparc64,0,0
Aletheia,DE,174,20,79.140.41.176,bockcay.de,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
alex,CA,22,12,69.70.171.250,modemcable250.171-70-69.static.videotron.ca,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin x86_64,0,0
Alexander,US,15,5,99.50.132.36,adsl-99-50-132-36.dsl.ipltin.sbcglobal.net,443,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
alexhannahtorrelay,NO,110,2,84.209.73.36,cm-84.209.73.36.getinternet.no,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.34 (git-c55c166e73d500af) on Linux i686,0,0
alice,DE,2829,19,178.63.16.48,alice.hr3.wk3.org,443,None,0,0,1,1,0,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
Alice,GB,140,24,62.197.40.155,alice.hatters.org.uk,9001,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
aliceqbydck,PT,477,1,85.247.73.210,bl14-73-210.dsl.telepac.pt,443,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
alix,FI,8,53,77.86.193.230,dyn-xdsl-77-86-193-230.nebulazone.fi,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.1.31 (git-df8aa0a7943a6364) on Linux i586,0,0
alpha701dnp,DE,9,0,78.46.187.188,alpha.dnportal.de,9001,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Linux x86_64,0,0
alterspalter,DE,250,10,83.169.44.185,alterspalter.de,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
alucard112,ZA,0,0,41.240.102.149,dsl-240-102-149.telkomadsl.co.za,443,9030,0,1,0,0,1,0,1,1,1,Tor 0.2.1.30 on Very recent version of Windows [major=6-minor=1] Service Pack 1 [workstation] {terminal services- single user},0,0
alyosha,LV,66,12,217.199.125.35,217.199.125.35,9001,None,0,1,1,0,1,0,1,1,0,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Linux x86_64,0,0
AmericanRedneck,RU,11,0,109.201.95.104,ppp-109.201.95.104.dobroe.ru,80,443,0,0,1,0,1,0,1,1,1,Tor 0.2.1.30 on Windows Server 2003 Service Pack 2 [server] {datacenter} {enterprise} {terminal services- single user} {terminal services},0,0
amethyst,NL,8,2,83.117.22.252,s537516fc.adsl.wanadoo.nl,49834,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
amon,LV,376,23,78.28.223.12,amon.nebel.lv,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
AMORPHIS,NL,13,24,217.148.84.180,217.148.84.180,10690,10691,0,1,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
Amunet1,US,2068,75,199.48.147.35,tor-exit-router35-readme.formlessnetworking.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.2.34 (git-f0e1ee98af443107) on Linux x86_64,0,0
Amunet11,US,2199,75,199.48.147.45,tor-exit-router45-readme.formlessnetworking.net,22,80,0,1,1,1,0,1,1,1,1,Tor 0.2.2.34 (git-f0e1ee98af443107) on Linux x86_64,0,0
Amunet12,US,1767,75,199.48.147.46,tor-exit-router46-readme.formlessnetworking.net,22,80,0,1,1,1,0,1,1,1,1,Tor 0.2.2.34 (git-f0e1ee98af443107) on Linux x86_64,0,0
Amunet2,US,2230,75,199.48.147.36,tor-exit-router36-readme.formlessnetworking.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.2.34 (git-f0e1ee98af443107) on Linux x86_64,0,0
Amunet3,US,2193,75,199.48.147.37,tor-exit-router37-readme.formlessnetworking.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.2.34 (git-f0e1ee98af443107) on Linux x86_64,0,0
Amunet4,US,2026,75,199.48.147.38,tor-exit-router38-readme.formlessnetworking.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.2.34 (git-f0e1ee98af443107) on Linux x86_64,0,0
Amunet5,US,2602,75,199.48.147.39,tor-exit-router39-readme.formlessnetworking.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.2.34 (git-f0e1ee98af443107) on Linux x86_64,0,0
Amunet6,US,2354,75,199.48.147.40,tor-exit-router40-readme.formlessnetworking.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.2.34 (git-f0e1ee98af443107) on Linux x86_64,0,0
Amunet7,US,2763,75,199.48.147.41,tor-exit-router41-readme.formlessnetworking.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.2.34 (git-f0e1ee98af443107) on Linux x86_64,0,0
Amunet8,US,2513,75,199.48.147.42,tor-exit-router42-readme.formlessnetworking.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.2.34 (git-f0e1ee98af443107) on Linux x86_64,0,0
Amunet9,US,2335,75,199.48.147.35,tor-exit-router35-readme.formlessnetworking.net,22,80,0,1,1,1,0,1,1,1,1,Tor 0.2.2.34 (git-f0e1ee98af443107) on Linux x86_64,0,0
An0n1m4t0R,ES,36,15,95.16.32.172,172.32.16.95.dynamic.jazztel.es,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.3.10-alpha (git-159b6fba77c5fd7f) on Linux i586,0,0
AnakinFromSaturn,US,5,1,67.240.82.92,cpe-67-240-82-92.nycap.res.rr.com,443,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7  [workstation],0,0
anakron,CH,36,9,77.58.115.70,77-58-115-70.dclient.hispeed.ch,9051,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
anon,IL,15,2,109.160.251.243,109-160-251-243.orange.net.il,9001,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux mips,0,0
AnonFour,DE,108,6,80.83.125.217,torsrv0.snydernet.net,443,80,0,1,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
anong33,DE,29,0,87.169.114.4,p57A97204.dip.t-dialin.net,443,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
Anonimulo,IS,852,13,79.134.255.142,79.134.255.142,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
anonion,GB,8,0,109.154.125.191,host109-154-125-191.range109-154.btcentralplus.com,443,None,0,1,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
AnonymizerOne,GB,117,46,87.98.250.244,proxy44.anonymize.me.uk,5000,None,0,1,1,1,1,1,1,1,0,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Linux i686,0,0
anonymonik2,DE,210,2,176.65.131.140,176.65.131.140,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
anonymous,SE,104,42,83.254.114.66,c83-254-114-66.bredband.comhem.se,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.2.34 (git-c55c166e73d500af) on Linux x86_64,0,0
anonymous,DE,41,0,78.43.132.187,HSI-KBW-078-043-132-187.hsi4.kabel-badenwuerttemberg.de,9092,9091,0,1,1,0,0,0,1,1,1,Tor 0.2.2.33 (git-56122e2e9be4c477) on Linux x86_64,0,0
Anonymous,CH,3,0,81.62.43.7,7-43.62-81.cust.bluewin.ch,443,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
Anonymous,JP,87,7,59.106.172.67,r00tz0n3.com,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 on Linux x86_64,0,0
AnonymousLegion,NL,4,0,95.211.63.167,tor-proxy.tycho.ws,443,None,0,1,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
anonymousM,DE,8,0,80.137.84.48,p50895430.dip.t-dialin.net,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin x86_64,0,0
Anonymousss,NL,0,0,217.122.239.45,D97AEF2D.cm-3-3d.dynamic.ziggo.nl,443,None,0,0,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
AnonymTorProxy,DE,61,3,78.42.44.48,HSI-KBW-078-042-044-048.hsi3.kabel-badenwuerttemberg.de,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.3.10-alpha (git-1fbce83f8c56d9c6) on Windows Server 2003 Service Pack 2 [server],0,0
Anosognosia,US,7,4,24.117.22.129,24-117-22-129.cpe.cableone.net,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
anothertorserver,DE,544,25,217.172.186.125,austria125.server4you.de,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
AnotherUserwithTOR,DE,1364,10,193.25.173.21,host-193-25-173-21.rev.open-ears.de,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
antiflex,DE,65,24,46.182.18.153,tor-anon-proxy.coma.cc,9911,9912,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
AnythingGoes,SE,4,0,82.182.99.140,1-1-9-46a.msp.mlm.bostream.se,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.23-alpha (git-d22943410951343b) on Linux i686,0,0
ap,CZ,9,4,89.102.181.69,ip-89-102-181-69.net.upcbroadband.cz,443,None,0,0,1,0,1,0,1,1,0,Tor 0.2.1.31 (git-df8aa0a7943a6364) on Linux i686,0,0
Apa,EE,41,0,88.196.63.57,57.63.196.88.sta.estpak.ee,443,22,0,1,1,0,1,0,1,1,1,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Windows 7  [workstation],0,0
aphelion,CZ,448,22,93.185.109.191,93.185.109.191,443,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
apocrypha38,RU,312,12,188.226.51.71,188.226.51.71-FTTB.planeta.tc,8196,8195,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
Apple,US,442,25,98.113.224.179,pool-98-113-224-179.nycmny.fios.verizon.net,443,80,0,1,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
Applied,RU,138,11,192.162.102.177,tor-proxy.robert-marquardt.com,443,80,0,1,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
aptos,US,116,25,50.21.183.108,tor-proxy.locallycompact.com,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
Aquillar,US,6,8,97.107.142.133,aquillar.com,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux i686,0,0
ARandomNickChoice,FR,8,0,94.23.215.185,ks304938.kimsufi.com,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.1.31 (git-8435cd95d2acc0c2) on Linux x86_64,0,0
archanon2,US,10,2,98.227.178.88,c-98-227-178-88.hsd1.in.comcast.net,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
area26tor,SE,221,5,85.228.195.51,c-33c3e455.03-477-6c6b701.cust.bredbandsbolaget.se,5297,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
area51,US,206,3,76.181.130.243,cpe-76-181-130-243.columbus.res.rr.com,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin x86_64,0,0
Arendt,JP,41,7,106.187.36.240,li379-240.members.linode.com,9001,None,0,1,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
ari0nsbox,DE,0,0,87.175.137.153,p57AF8999.dip0.t-ipconnect.de,9001,None,0,0,0,0,1,0,1,1,0,Tor 0.2.1.31 (git-df8aa0a7943a6364) on Linux i686,0,0
arighttosurf,NL,10,1,82.95.118.50,melvex.xs4all.nl,9002,None,0,0,0,0,1,0,1,1,0,Tor 0.2.1.31 (git-df8aa0a7943a6364) on Linux x86_64,0,0
ArikaYumemiya,US,607,24,174.37.99.107,tor.ctgameinfo.com,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on FreeBSD amd64,0,0
ariolcnode,DE,2,0,87.172.85.78,p57AC554E.dip.t-dialin.net,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
arming,US,27,1,97.107.131.236,tor.arming.net,443,None,0,0,1,0,1,0,1,1,0,Tor 0.2.1.30 on Linux i686,0,0
